Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Price,Quantity,Transaction_Date,Total_Amount
8432a97d-f8e0-43e5-8403-95e15171b66e,Matthew Freeman,de95ce33-a809-4964-be37-a7abc65c8f1a,Side,Clothing,272.81,1,2024-05-04,272.81
53a6f66b-69cc-42d0-bdb0-fccfa6adb105,Lisa Berger,912488c4-b08b-4310-8f53-e5b885a23ee4,Identify,Clothing,406.94,8,2024-05-08,3255.52
322af666-48d2-4dc4-8089-435ad69bd700,Dana Molina,ca0053d4-a933-4f0a-a703-86b108e75e9b,Service,Clothing,332.04,1,2024-04-24,332.04
bc12d14c-dd13-4871-967c-d325b04b360e,Lori Lucas,c7466d6f-2648-4b60-896c-b12a70e24ec8,Special,Sports,355.48,7,2024-02-14,2488.36
0fd95788-ac3f-48f4-9ef2-a37dfd4034b4,Jacob Davis,9fff9333-1401-4221-9248-34031d35a1a3,Bad,Home & Kitchen,354.29,10,2024-05-14,3542.9
3c1a891e-a1b8-4ad2-9299-e63820c4240f,Whitney Walker,a0d27cef-77a5-4d4c-bb67-16085e9f7c60,Myself,Clothing,225.41,3,2024-04-28,676.23
021c020c-ca58-4925-a188-53f00c82ff91,Jacob Johnson,ff30373c-e3aa-4f8c-b3a7-8d35bb6ce415,Yard,Home & Kitchen,162.2,4,2024-05-31,648.8
dbd5a668-2cf1-405f-baf5-6e07d67b5170,Stephen Miller MD,7db6d1d6-9f1c-45d6-bb18-8ce92f1da6a9,Whom,Clothing,115.84,8,2024-02-07,926.72
9a1dcbaa-5a12-4792-a59a-50e937f596ce,Tracy Wilson,2ad9125e-96be-4f85-b492-4b953cf3a493,Quite,Clothing,419.75,7,2024-08-14,2938.25
f012636a-4726-4bbf-ad45-8f84f48cd85b,Samantha Sullivan,709feb54-1337-453a-b27c-5c2e4f7cbe72,Per,Sports,38.07,8,2024-03-31,304.56
db060ab9-97f5-4b2d-b107-7d750c10a980,Janice Burke,94e00dfc-9e58-4593-a224-1a92921ef09a,Light,Clothing,176.79,5,2024-03-31,883.95
7800da50-6ff5-4cdf-a402-b9783de53580,Xavier Patterson DDS,ba0c5fd1-26f0-4926-b1b9-252b997145c2,Seat,Clothing,412.07,5,2024-01-17,2060.35
0c638866-ccd8-444f-a73c-827f27f536b6,Jennifer Black,4c32a8e9-a468-49eb-9c8c-c7eb5f81d6e8,Tree,Toys,91.73,8,2024-03-02,733.84
14dc41f3-a32c-4628-8317-5bcc366277cf,Tamara Griffin,a11e3329-f59d-41f3-9f11-5f5665e2f8e2,Shoulder,Toys,451.41,1,2024-06-30,451.41
ad29bca2-eafa-4cd5-8801-c0a91b46f66b,Lauren Fleming,aa5458ec-6532-460e-8df7-8a037593779f,Around,Clothing,292.89,5,2024-06-07,1464.45
ef2e13c3-dfdb-47d7-a889-af9e4267b605,Shelly Levy,02b705f7-540f-4552-8dfd-11d35e4ca09c,Detail,Sports,191.68,8,2024-07-16,1533.44
a38ea644-177e-4f1f-b056-77057bd84b4a,Melinda Thomas,af043cba-1356-4105-bc24-e04b526afbbb,Civil,Sports,330.82,6,2024-08-10,1984.92
127a239e-1c01-4f40-b8f7-00db6eba4125,Sue Austin,3bafd0a5-6db7-47e1-acd9-99f002b3b9c1,Dog,Electronics,448.22,1,2024-01-09,448.22
f8487bec-7a19-4657-ae7c-0c7611bf79b1,Carrie Morales,b9ded0c7-09e1-4ca2-ae18-c4db55539e06,Necessary,Toys,76.37,2,2024-03-23,152.74
ec2ca179-bf12-4de6-b95d-78c2ecdc5ad5,Kevin Clark,05289a0d-37f5-4ab3-b637-966d545079b5,Black,Toys,66.88,8,2024-07-09,535.04
7becbfaa-1479-48ba-8e68-103cb08126e3,Sandra Shaw,40485df1-2796-4c5e-b1a6-864f751cf2e6,Wear,Electronics,126.13,5,2024-07-31,630.65
8332205f-f865-45d5-bf56-6ce5cdd72efe,Lisa Hoover,d42d3f9d-d63a-4ba1-bcab-a238d6dcf304,Imagine,Electronics,411.32,7,2024-01-11,2879.24
60faa60a-851b-428e-944f-afd35daf8cac,Shane Roberson,70e7efbc-1b0a-4fd0-bf89-b0ae4214739a,Explain,Sports,170.25,1,2024-07-22,170.25
9dba2b2b-2c1d-4476-b9a3-2fc53532511c,Kaitlyn Hunter,cb61aa38-da72-4b7d-ac00-77eee0a8ef50,Really,Electronics,402.17,1,2024-02-04,402.17
33593628-241f-4942-87b3-3a943bcc1918,Elizabeth Burke,48950779-fb07-4c6c-b771-2aa4baa2676b,Sport,Clothing,249.37,7,2024-02-02,1745.59
6b0f659e-0d48-4e61-8240-215e16c1c458,Kara Walton,2d670928-d368-4967-b5b4-6ce1f71dbdc0,Serve,Home & Kitchen,90.05,9,2024-07-04,810.45
df697caf-3fbc-438b-a2fa-9034f6b75d54,Jennifer Garcia,8b27e227-aadc-4aeb-9277-831207f4283d,Term,Clothing,220.83,8,2024-06-21,1766.64
bf601db9-df14-4021-8c14-45aa768c5d3e,Michelle Riggs,0d7fa696-60ca-4215-84ba-57e1df806f36,Who,Electronics,218.0,9,2024-06-18,1962.0
e2f62459-eb30-4d20-96f5-1c94117967aa,John Rowe,627d30b6-7172-4ffe-97cc-ab8d2de051aa,See,Clothing,126.4,6,2024-04-27,758.4
8a8ba110-2cb5-4093-a6c8-b765fa8ed748,John Gordon,7f55b753-78ed-4f6e-96c1-6f12004b30b3,Same,Home & Kitchen,302.26,1,2024-07-02,302.26
10dcfc0c-3a29-4d7b-ad2f-79e7ccddf0c1,Nicholas Smith,4c456fb4-a736-4daf-a760-2f320929e45c,Plant,Clothing,437.98,1,2024-07-14,437.98
e8f3dc99-5c3a-4253-8982-4f225ab0395e,Jacob Taylor,de1cd623-c7ce-4832-82f2-978ecb85271f,Natural,Home & Kitchen,436.24,2,2024-08-15,872.48
5f792594-6899-43f9-b66f-e49152af3823,Daniel Vasquez,fda671da-2bcf-41b3-88e7-5e1744e235c8,Pretty,Electronics,433.92,2,2024-01-25,867.84
cfe103e4-0264-445e-8859-85e647600554,Steven Peters,efb2c40a-5736-423a-b125-6eeb7d23f8ae,Quality,Electronics,151.46,5,2024-01-28,757.3
725cfe20-e2b1-490b-91d3-f38516c2f10b,Rebekah Stewart MD,0d2face3-a85c-4f44-b81c-ba3dd99abc1d,Central,Sports,326.78,4,2024-01-10,1307.12
f78c6af7-b759-4b45-8828-9bbafe9ba754,Tanner Brady,fb63a78f-e6e3-4cd3-bc9f-b48033455ccf,Beautiful,Clothing,311.22,1,2024-08-06,311.22
54bdb19c-7062-47ad-8975-66232d1858d8,Megan Richards,9f35ef86-7fa4-47f4-8bd0-3f9c1047ccee,Explain,Toys,166.57,10,2024-06-04,1665.7
4ef1b19b-27d4-4d2d-872e-c285c0fb4fef,Mr. Paul Anderson,7374ce72-4073-45fd-92d3-7be9dab303de,Move,Sports,225.32,5,2024-03-01,1126.6
5d535123-bd28-4925-be3b-f6705b1f2f06,Danielle Romero,ea06b71c-8927-4216-856b-fb4a2b28a107,Large,Toys,84.35,6,2024-02-24,506.1
19f76810-4658-4d3e-ae93-2699b6f16bbb,John Hale,5f497627-7962-48cc-93e3-8d788c7c0dc0,Race,Electronics,61.24,7,2024-03-07,428.68
79fa34f8-810d-4011-895e-b399969afa0f,Levi Porter MD,628e1eb9-3642-4a8c-9719-ad8bf23cc4ea,Into,Electronics,128.76,9,2024-08-31,1158.84
e7a4091d-3ba4-4ba7-afb6-f499e4130370,Evelyn Brown,97fb6720-11c1-420e-84a2-3272116a15d5,Degree,Sports,287.5,8,2024-06-17,2300.0
e187db65-1e41-4fc0-ae86-5a699c36c8ab,William Matthews,b703ba30-567a-4666-a038-5d5663b93763,Husband,Toys,424.04,1,2024-01-15,424.04
d62863c5-f77e-4cc2-9ce0-5140c761ce6a,Deborah Harrison,65ca5cfc-4476-4559-9f3d-532d30ab0070,In,Toys,160.01,7,2024-06-07,1120.07
56aae8ae-f2e5-4c42-a44a-00195deb0a96,Diana Green,4aac4ff9-2075-4d1c-9f3c-794f52b54d47,Suffer,Clothing,108.33,7,2024-04-03,758.31
ed9e4816-1b8e-41f7-9d52-26eb973f7546,Brandon Castillo,3527fc74-e56e-4fd2-b87d-9d5ec8ff2b1c,Coach,Electronics,115.67,6,2024-07-12,694.02
015c2fdd-12cb-440a-ac8b-05eabca5c9bb,Frederick Rodriguez,cdaf2020-07a4-416b-8e7e-271c1a3d14f3,Interview,Sports,74.65,3,2024-07-11,223.95
fee88bdc-9369-4c6a-b1ef-8fd2a83f9032,Kathy Keller,5ea9febb-da20-449a-a19f-c444476ab52b,Letter,Clothing,21.7,2,2024-06-09,43.4
b2f2f00c-e112-4885-94ac-d339e557b853,Jessica Clark,81b52105-21ab-4afd-911f-b638a97a406c,To,Sports,380.59,1,2024-01-16,380.59
a7772950-8133-45a7-95fb-e4ebf5a7053c,Rose Tucker,2eeb00c5-aaa3-4538-aa46-1faad9cde690,Today,Electronics,385.06,10,2024-05-04,3850.6
55f54111-5706-4961-9d2f-83b3df266d97,Jacqueline Hanson,74413487-c174-40d8-bcf3-47b99725de91,Energy,Home & Kitchen,252.76,3,2024-06-24,758.28
29ac82aa-ddd7-4b18-9e6e-b1f866062719,Austin Ramos,8b7b05a1-17c2-4a1d-877c-3b7bf7501cc1,Without,Clothing,112.43,9,2024-07-05,1011.87
35e60c95-6246-4e21-b7d4-2f49e1a8fa68,Miss Tamara Cantu,197bf391-37ef-48fe-a24e-affd207852e4,Group,Sports,79.98,5,2024-06-26,399.9
33566782-3efb-4d8e-9a04-83d7986dd416,Natalie Rice,8c286a40-6818-43f3-b0e7-9b3c7dca2152,Believe,Clothing,419.54,9,2024-06-21,3775.86
7a2edc1c-41b0-48eb-9132-6a2eca63f0f1,Tonya Ponce,baaa4b76-03cd-4b02-9d16-55cc6c810455,May,Toys,33.15,8,2024-04-18,265.2
473b7136-0580-40c2-a223-41d8b53eb4fc,Stephanie Valencia,fef1bcf5-8dfd-4520-bd3e-3b9fd38483ee,State,Electronics,207.99,3,2024-06-01,623.97
9fd94c47-e4ec-45ae-9177-3a25e6ea296b,Mandy Long,7fbcea1a-cb70-463f-ae2c-a46ab2e392db,Beyond,Clothing,37.88,7,2024-02-10,265.16
f82d58d4-4f4e-4694-bdc1-d90e1c600b9b,Cynthia Anderson,b33f014d-6c65-4f5a-8ecf-3487b0bd5661,Certain,Toys,316.91,4,2024-06-11,1267.64
6d4b0c6f-59f1-4ced-801e-9d0aa866f441,Kaitlin Sanders,3155dd26-ff99-4e52-8825-fd0ff0804f85,Both,Clothing,144.71,10,2024-08-29,1447.1
54a220c5-4500-4fca-9a2b-8ae927e51884,Dana Gutierrez,dec79c49-eb30-4582-a5ec-fd3a1a6d57f5,Idea,Toys,8.52,4,2024-08-20,34.08
d175a8ed-f084-47ba-9c43-02aa908e38ef,Rita Sawyer,c268e600-bfc9-45f2-8b36-ce0257cc1589,Market,Home & Kitchen,290.45,5,2024-02-16,1452.25
098e61d2-21ec-4abc-8b25-7996851aabec,Kenneth Beasley,3d37e57d-072e-4057-9b15-2243cedcb734,Garden,Home & Kitchen,99.94,1,2024-05-18,99.94
7582e30e-54ba-49e8-a655-dedf046f4128,Mrs. Tara Lane,b388cdb5-36fb-44b3-bc68-5b90ffe1f22e,Under,Home & Kitchen,21.75,8,2024-06-23,174.0
b2583458-e812-4d6c-9337-b7d557c6852f,Jason Oliver,9561543c-1621-418b-ac9b-269ee54a8ac9,Woman,Electronics,415.6,9,2024-07-26,3740.4
a974c239-b48d-4f7e-9ded-3c4ba7d3409a,Gerald Brewer,d932d2f8-26aa-41bd-8d2a-b27a76e26e00,Young,Clothing,452.91,9,2024-08-27,4076.19
6bd9d1a5-ee4b-46c1-98a3-b00846d1c64f,Pamela Wong,984a4678-0197-4cf3-afd0-de6b8bd51da9,Energy,Home & Kitchen,453.1,10,2024-05-13,4531.0
91b0a510-33e6-41ae-83fd-e0a38a2e4676,Audrey Hudson,19fda365-a91e-49f2-98b4-fa036c5292ee,Series,Sports,301.04,10,2024-06-24,3010.4
97635008-bae0-4407-b4f1-3242d4a71c2f,Patricia Snow,8bb64720-e2de-4345-8ef2-2abec6b16ec5,Environmental,Clothing,475.16,4,2024-01-29,1900.64
c11ace45-f1ef-4507-86c7-b81078367eb2,Janice Peterson,936cb36b-2021-44e0-9dce-b95ac52c1857,Relationship,Toys,240.26,10,2024-07-15,2402.6
93947a0c-225d-415f-9ffb-1d56464b3c78,Jeffrey Smith,53040213-6f54-462e-acbd-e83e57e1c9b1,Into,Clothing,97.78,3,2024-06-09,293.34
e9b701b4-1eab-49f3-9e9d-5b280a62bc74,Amber Fernandez,b7590091-62e0-4cea-bf74-ce2030c7081f,Help,Home & Kitchen,263.89,6,2024-08-29,1583.34
d2871922-bfba-44eb-abc4-c8aae84a1063,Erin Tran MD,5c447cee-2d8e-4ba2-821c-6d7a2cfb0177,Free,Home & Kitchen,345.11,3,2024-04-09,1035.33
0b822a0e-eb4d-4d13-b032-a6bcf33372d5,Erica Velazquez,f7e091ad-e1b0-4318-9ebe-d9bfca5bdc03,Red,Home & Kitchen,433.02,10,2024-05-26,4330.2
d40ea7f6-4b91-4a35-87e4-3ee2dbfa6761,Ashley Davis,f5ea6275-e874-4e7e-ab7a-4f294b250f54,Bag,Home & Kitchen,413.4,5,2024-01-30,2067.0
7832cfce-8abf-41d5-9669-62e23a4096ba,Austin French,b9710c83-b25c-4e59-8656-4abb03994356,Interesting,Home & Kitchen,367.86,3,2024-03-28,1103.58
fa7cfd07-b986-44df-a7ed-0c435193e781,Taylor King,cd597ef2-be1b-42f5-a764-aec1fd6c6ad2,Line,Clothing,12.78,7,2024-05-14,89.46
0715a59a-3338-47e5-b5aa-d5ffe72b6494,Hannah Blackwell,f95aca80-e1fa-47de-9eae-7539463c65f8,Like,Sports,28.02,6,2024-05-19,168.12
1fe63ee2-a044-40e8-9680-1d6dda66c833,Renee Thompson,77040596-112e-4531-a416-edc628ca362f,Mouth,Electronics,376.64,4,2024-08-19,1506.56
83749f0f-df4d-49e8-b55f-b5ab9dc870a1,Loretta Gonzalez,bc98f581-f31a-4b05-8411-0b3dd3c16c67,Happy,Clothing,154.21,7,2024-01-03,1079.47
4b529c5c-174c-4c1c-89e3-6a510d1836dc,Darren Rivera,5c24b622-5c77-45f0-84af-202afcd5f9a3,Nothing,Home & Kitchen,293.47,4,2024-02-19,1173.88
888a73ef-8e5e-4501-814a-246ae6876f1c,Patricia Riggs,a122362c-7b35-4f03-bda1-3530d95040b5,Door,Home & Kitchen,431.77,6,2024-07-03,2590.62
820d8cc0-0b14-495c-8333-6dcc22858bee,Ryan Sullivan,1c3b7801-19c9-4ad0-bdd3-5a6b5b187bc9,Commercial,Toys,314.66,10,2024-01-02,3146.6
d0fb896f-c7f1-4313-8708-dc0ae2da7d75,Brian Richardson,fcf9d8ce-a713-4267-8a35-70e2a055e010,Town,Sports,438.25,6,2024-01-19,2629.5
2a0b4e84-fa81-46f7-aa84-07352028254f,Thomas Lane,737d399f-e450-400d-a862-3d71ee4b636f,Represent,Toys,190.87,5,2024-03-14,954.35
243a2979-da1c-4b85-b917-d8b27c062489,Eric Chandler,2839d69a-99f5-4ade-9f2c-ce6b1464917b,Race,Home & Kitchen,369.75,1,2024-05-16,369.75
f5d958b6-1b50-4f6a-bc17-982e6a408cfc,Jason Smith,bd6f3603-702e-4252-aa7a-25f18e39451d,Site,Sports,391.96,5,2024-04-30,1959.8
e864c2a1-d426-42bd-971d-01537dd1acab,Jodi Carson,a866e495-cac5-4852-82c2-a105a625736f,Indeed,Toys,308.19,7,2024-07-23,2157.33
db6bfcef-1e92-44cf-95ee-baddbe90259b,David Salazar,e37d96a7-5252-4f09-b7da-211159a498f0,Middle,Sports,326.46,2,2024-04-19,652.92
b3daee2f-0c10-4206-bf78-aec96236a2b5,Terry Duran,881c0fe0-d8cc-423b-94ff-c19c542e9324,International,Electronics,91.58,5,2024-08-02,457.9
72dde82f-8514-4006-a644-f2032b87acee,John Hudson,157eb5b6-4cf3-4cd7-91ee-9d91d71d8e01,After,Home & Kitchen,164.55,6,2024-05-02,987.3
15d91582-de39-4930-9d03-45b14589026c,Richard Harper,c1c0747a-b94a-4c5d-bb09-c778bfe584d7,Positive,Sports,322.09,5,2024-06-23,1610.45
1ea1bfd7-eb07-4d12-8e73-bc01f504c39f,Heather Jones,34ac5b41-3176-4362-a800-50063936a5b0,Important,Home & Kitchen,141.85,6,2024-08-11,851.1
5e5a4784-22da-40c0-ae69-75996869bbb8,Shawn Jones,b8e65b90-6a60-4c59-860b-6a33afe522f2,Information,Clothing,343.22,4,2024-04-13,1372.88
a3e06d52-cda6-49be-bbc6-f3233bca36cd,Lindsey Hudson,733077a7-fe9e-4cd2-a484-b3680415d28f,Top,Electronics,379.07,8,2024-05-24,3032.56
7a525b83-8b76-488e-8dc5-e946575d74e9,Kevin Baxter,ac691f02-b59f-48ca-92a5-9a4ae1474397,Grow,Clothing,273.33,4,2024-07-13,1093.32
5a336f30-b5e0-4d66-ab94-010b7c29b51e,Tina Romero,b7c25c03-84ce-475b-91c9-8ed409419327,Happy,Electronics,106.8,4,2024-01-12,427.2
dbc74916-f18b-4b0f-be7e-d187b48bb1e8,Michael Vega,36fe12d9-d4a9-4413-94b4-1afef3844aa1,Poor,Toys,443.57,9,2024-01-27,3992.13
5a2132c0-dced-4517-880c-c7afa7e72270,Jose Stanley,bfa6f7af-b70d-4edd-8156-9d8468351694,Purpose,Toys,324.33,8,2024-05-28,2594.64
2614d22a-ff45-4e1a-a6b4-40deafee59b2,Veronica Wheeler,164f2cf7-0be1-45b3-82de-42258317e8ae,White,Clothing,448.57,4,2024-05-03,1794.28
0bdd60c3-13ed-45b5-8089-e6587436fc92,Warren Ho,0acb51d7-aefc-4cd8-9ee4-cf63b248e9ff,Opportunity,Home & Kitchen,418.29,4,2024-01-29,1673.16
0fb6adb3-7fdd-4898-ae96-caea74576931,Jared Cannon,8df55f25-f63e-422b-be2e-7883ed313ac7,Business,Home & Kitchen,94.78,1,2024-04-19,94.78
ae4ba500-bf50-4e78-8fa0-2b3303286220,Kari Kelley,9bd12232-e9b3-4d1c-9170-8fd7d58ae116,Almost,Toys,185.72,3,2024-08-14,557.16
485acf7a-eca3-47e8-8880-2160f5588c85,Mitchell Harrell,a78e727c-ef63-466a-869c-574901a04e4b,Approach,Home & Kitchen,13.7,7,2024-06-21,95.9
89df8292-fae6-4a25-951c-c2838049816c,Stephanie Little,1dba7655-b590-4498-937d-00ccc82aba84,Fear,Toys,370.07,1,2024-03-10,370.07
e9e68bb8-c2b2-4c49-aa6f-2a8a35ae6bc0,Derrick Beck,29bf0b11-3854-4210-9a40-414741fc7f8e,Yes,Home & Kitchen,369.36,2,2024-06-23,738.72
720ededa-9383-493f-a990-e04fe360ea3f,Alicia Wells,7c2ed07a-a7f8-4479-84bd-7c45ee3a6857,Training,Home & Kitchen,452.59,7,2024-05-01,3168.13
a36bbe0f-dbae-4752-814a-5854911b61ba,Erika Jimenez,abdd20f1-bf92-4c77-94a2-14931db47d9c,Security,Clothing,369.19,5,2024-07-30,1845.95
1bb122d9-1c82-4e99-879b-227133e06ca0,Shannon Oconnell,e8634d35-80a8-4d86-a5b6-c3e2f0344ba1,Politics,Clothing,343.59,9,2024-01-11,3092.31
c990be72-edd0-4c60-83d4-a6d8776b3465,Mrs. Amber Summers,d5798148-b485-4ac4-b1fe-8ac100dc7476,Capital,Clothing,211.8,6,2024-01-20,1270.8
921cddcf-04c6-467e-b4bc-47707c1135f5,Brittany Smith,9bd8009b-d66f-430f-98c3-a42b23b9b9d3,East,Clothing,92.27,3,2024-06-10,276.81
a1d4e816-c4a0-4228-aba6-ca2047f372f6,Chris Collier,753c7f94-a5b5-47eb-b38c-40863f8e9e75,Prove,Sports,453.78,2,2024-05-27,907.56
25f70fa2-df4f-41bb-9a4e-dbcec36eb6e4,Christina Williams,861a66d3-deb3-45dd-9efa-c16017ccf1ed,Full,Home & Kitchen,295.21,2,2024-07-26,590.42
227ce615-e255-4118-8cf5-dc0770df9350,Lynn Lucas,9654e380-c761-4516-be97-ac43a842623f,Start,Home & Kitchen,378.63,2,2024-06-06,757.26
8cce77f1-11b2-4266-8bd8-fe8887f25e04,Elizabeth Young,fb2d4dea-f35a-4390-95fe-f696c9992b17,Meet,Toys,372.75,4,2024-06-17,1491.0
16d9dea4-11d3-4a4e-8f23-95a8788cb9dc,Angela Conway,e6e1d64b-3f9e-409a-9264-a3488312a51b,Measure,Sports,426.71,3,2024-01-09,1280.13
2dc9bb3b-802d-41e3-b879-10a7d1eb859a,Angela Tucker,114f0829-2e37-44e6-b97c-b8e493fbe99e,Director,Clothing,400.56,7,2024-01-11,2803.92
7c2a57a5-4ae8-4e4a-a51c-fe73c6c52cb3,Zachary Lopez,fa5f003f-7789-4a48-8a19-c6742a89b1db,Sure,Sports,15.15,7,2024-05-01,106.05
7dcce61d-a71a-4d3a-ad80-d26f100f89f2,Samantha Blackwell,dacfc34a-d4c0-4e82-b2c5-72f4bf76f681,Agree,Home & Kitchen,268.03,1,2024-09-01,268.03
30757fe6-bc55-41b7-bfbd-5c7c40b3da37,Dr. Sandra Moyer MD,8f933759-7299-459e-b63e-28463bdc1f4e,Former,Home & Kitchen,240.5,1,2024-05-07,240.5
39d61b4c-ae20-4907-8876-017ef1b7c66f,Keith Holloway,874eab9f-cdfc-46da-9067-78cbfffd15c2,Question,Toys,221.22,5,2024-02-26,1106.1
